bedroom,bathroom,size,address,city,zillow_days,views,price,ad_type,company,agent,link
5,4,"3,024",231 Albany Ave Brooklyn NY 11213,Brooklyn,191,"3,767","1,599,000",For sale,Compass 917-246-8581,Tali Berzak ,https://www.zillow.com/homedetails/231-Albany-Ave-Brooklyn-NY-11213/30596344_zpid/
6,5,"5,415",217 Berkeley Pl Brooklyn NY 11217,Brooklyn,202,"2,352","4,995,000",For sale,Compass 646-651-4743,Debra Kameros ,https://www.zillow.com/homedetails/217-Berkeley-Pl-Brooklyn-NY-11217/2078628084_zpid/
6,7,"6,800",11 Saint Lukes Pl New York NY 10014,New York,548,"3,743","27,750,000",For sale,Douglas Elliman 646-226-9609,Keith Copley ,https://www.zillow.com/homedetails/11-Saint-Lukes-Pl-New-York-NY-10014/2083219101_zpid/
3,2,"1,555",210 W 256th St Bronx NY 10471,Bronx,10,"1,613","799,995",For sale,OOAKB&F INC,One of a kind broker and friend ,https://www.zillow.com/homedetails/210-W-256th-St-Bronx-NY-10471/29852969_zpid/
3,2,"1,584",11 Bowden St Staten Island NY 10306,Staten Island,136,"1,987","669,000",For sale,"Tom Crimmins Realty, Ltd. 718-370-3200",Laura A Mooney ,https://www.zillow.com/homedetails/11-Bowden-St-Staten-Island-NY-10306/32329365_zpid/
3,2,910,1620 Radcliff Ave Bronx NY 10462,Bronx,23,"2,463","600,000",For sale,Howard Hanna Rand Realty 914-328-0333,Kimona Hanson ,https://www.zillow.com/homedetails/1620-Radcliff-Ave-Bronx-NY-10462/29814265_zpid/
--,1,--,11 Saint Nicholas Ave APT 4D New York NY 10026,New York,105,"4,829","200,000",For sale,Compass 516-241-2947,Andrew Gordon ,https://www.zillow.com/homedetails/11-Saint-Nicholas-Ave-APT-4D-New-York-NY-10026/2086668055_zpid/
1,1,750,84-01 Main St #204 Jamaica NY 11435,Jamaica,72,329,"260,000",For sale,Keller Williams Realty Greater 516-873-7100,Rafael Ching ,https://www.zillow.com/homedetails/84-01-Main-St-204-Jamaica-NY-11435/247661101_zpid/
6,5,"7,600",141 State St Brooklyn NY 11201,Brooklyn,319,"5,605","9,950,000",For sale,Leslie J. Garfield 212-574-6979,Ravi Kantha ,https://www.zillow.com/homedetails/141-State-St-Brooklyn-NY-11201/30568034_zpid/
--,1,--,1200 E 53rd St APT 7M Brooklyn NY 11234,Brooklyn,63,"3,279","115,000",For sale,Douglas Elliman 718-840-2049,Mckinley Jones III ,https://www.zillow.com/homedetails/1200-E-53rd-St-APT-7M-Brooklyn-NY-11234/120554438_zpid/
--,1,550,301 E 63rd St APT 5H New York NY 10065,New York,250,"1,150","299,000",For sale,Sotheby's International Realty 646-457-8054,Celeste Pandhi ,https://www.zillow.com/homedetails/301-E-63rd-St-APT-5H-New-York-NY-10065/72529079_zpid/
3,4,"3,108",345 W 13th St #TOWNHOUSE New York NY 10014,New York,6,"1,494","5,750,000",For sale,Compass,Eric Schwarzkopf ,https://www.zillow.com/homedetails/345-W-13th-St-TOWNHOUSE-New-York-NY-10014/2075362159_zpid/
6,9,"6,000",425 E 58th St New York NY 10022,New York,225,"1,749","4,000,000",For sale,Brown Harris Stevens 212-452-4461,Filipacchi Foussard Team ,https://www.zillow.com/homedetails/425-E-58th-St-New-York-NY-10022/31533111_zpid/
3,2,"1,700",35 E 68th St APT 1B New York NY 10065,New York,338,"2,508","1,850,000",For sale,Corcoran 212-821-9158,Debbie Baum ,https://www.zillow.com/homedetails/35-E-68th-St-APT-1B-New-York-NY-10065/244835127_zpid/
2,3,"1,800",366 Atlantic Ave Brooklyn NY 11217,Brooklyn,2,594,"2,000,000",For sale,Compass,Brad Bateman ,https://www.zillow.com/homedetails/366-Atlantic-Ave-Brooklyn-NY-11217/30566581_zpid/
5,6,"3,780",10 Bedford St New York NY 10014,New York,506,"4,277","5,500,000",For sale,Compass 212-452-4377,Pamela D'Arc ,https://www.zillow.com/homedetails/10-Bedford-St-New-York-NY-10014/2082691512_zpid/
3,3,"1,836",2036 Story Ave Bronx NY 10473,Bronx,74,"3,777","599,999",For sale,Besmatch Real Estate 718-324-6060,Amid Baksh ,https://www.zillow.com/homedetails/2036-Story-Ave-Bronx-NY-10473/29793628_zpid/
1,1,550,44 E 65th St APT 4A New York NY 10065,New York,113,"3,715","590,000",For sale,Sotheby's International Realty 212-606-7702,Kristi Ambrosetti ,https://www.zillow.com/homedetails/44-E-65th-St-APT-4A-New-York-NY-10065/72527130_zpid/
3,3,"1,968",415 Dean St Brooklyn NY 11217,Brooklyn,253,"2,677","3,500,000",For sale,Brown Harris Stevens 212-452-6267,Terry Naini ,https://www.zillow.com/homedetails/415-Dean-St-Brooklyn-NY-11217/30581424_zpid/
1,1,550,515 Edgecombe Ave APT 33 New York NY 10032,New York,29,"1,618","370,000",For sale,LEE & ASSOCIATES NYC RESIDENTIAL LLC 401-699-2287,Sean Adu-Gyamfi ,https://www.zillow.com/homedetails/515-Edgecombe-Ave-APT-33-New-York-NY-10032/72541048_zpid/
6,3,--,9601 24th Ave Flushing NY 11369,Flushing,61,951,"1,180,000",For sale,MEHOME Realty 718-475-9589,Na Lin ,https://www.zillow.com/homedetails/9601-24th-Ave-Flushing-NY-11369/31952462_zpid/
4,2,"1,568",10710 142nd St Jamaica NY 11435,Jamaica,213,"3,595","370,000",For sale,SOWAE CORP 646-619-7424,Eric Lee ,https://www.zillow.com/homedetails/10710-142nd-St-Jamaica-NY-11435/32137487_zpid/
3,1,"1,100",2232 Brigham St APT 4A Brooklyn NY 11229,Brooklyn,16,962,"249,900",For sale,Venezia Realty Group LLC,Lisa Healy ,https://www.zillow.com/homedetails/2232-Brigham-St-APT-4A-Brooklyn-NY-11229/2131561954_zpid/
3,5,"3,037",111 Murray St New York NY 10007,New York,182,"5,122","8,250,000",For sale,Douglas Elliman 212-909-8460,Noble Black ,https://www.zillow.com/homedetails/111-Murray-St-New-York-NY-10007/219635721_zpid/
5,7,"7,241",293 Lafayette St #PH1 New York NY 10012,New York,438,"11,504","42,500,000",For sale,Modlin Group 212-974-0740,Adam Modlin ,https://www.zillow.com/homedetails/293-Lafayette-St-PH1-New-York-NY-10012/2081918257_zpid/
3,3,"1,008",35 Alaska St Staten Island NY 10310,Staten Island,912,"4,337","299,999",For sale,Jenefer Joseph & Associates,Jenefer Joseph ,https://www.zillow.com/homedetails/35-Alaska-St-Staten-Island-NY-10310/32275856_zpid/
2,1,--,18-50 211th St APT 4A Bayside NY 11360,Bayside,29,"2,010","262,000",For sale,Daniel Gale Associates Inc 718-762-2268,Teresa Reid ,https://www.zillow.com/homedetails/18-50-211th-St-APT-4A-Bayside-NY-11360/79736279_zpid/
2,1,"1,000",1551 Park Pl APT 1D Brooklyn NY 11213,Brooklyn,228,"3,562","250,000",For sale,Douglas Elliman 212-531-7707,Keith Johnson ,https://www.zillow.com/homedetails/1551-Park-Pl-APT-1D-Brooklyn-NY-11213/2105550428_zpid/
3,3,"1,355",251 1st St #6F Brooklyn NY 11215,Brooklyn,2,459,"1,900,000",For sale,Redfin Real Estate 631-517-0637,Ian S. Rubinstein ,https://www.zillow.com/homedetails/251-1st-St-6F-Brooklyn-NY-11215/245038898_zpid/
4,4,"4,400",323 W 74th St New York NY 10023,New York,8,"1,593","7,995,000",For sale,Compass 917-328-2338,Maria Manuche ,https://www.zillow.com/homedetails/323-W-74th-St-New-York-NY-10023/2075422102_zpid/
1,1,620,1275 Grant Ave APT 2E Bronx NY 10456,Bronx,23,896,"135,000",For sale,Keller Williams Realty NYC Grp 718-697-6800,Vanessa Villanueva ,https://www.zillow.com/homedetails/1275-Grant-Ave-APT-2E-Bronx-NY-10456/215947793_zpid/
1,1,518,58 W 58th St APT 16F New York NY 10019,New York,4,406,"599,000",For sale,Fortress Realty Inc.,Anthony Vargas ,https://www.zillow.com/homedetails/58-W-58th-St-APT-16F-New-York-NY-10019/31527371_zpid/
7,7,"6,960",215-73 26th Ave Bayside NY 11360,Bayside,74,"2,726","1,300,000",For sale,"Zia U Din, REALTOR 646-591-3932",Zia U Din ,https://www.zillow.com/homedetails/215-73-26th-Ave-Bayside-NY-11360/2080383242_zpid/
5,6,"7,000",750 W 232nd St Bronx NY 10463,Bronx,136,"3,677","3,450,000",For sale,Trebach Realty 718-543-7174,Trebach Realty ,https://www.zillow.com/homedetails/750-W-232nd-St-Bronx-NY-10463/29851862_zpid/
5,8,--,550 Park Ave FLOOR 10 New York NY 10065,New York,32,"5,453","32,000,000",For sale,Sotheby's International Realty 212-606-7611,serena  boardman ,https://www.zillow.com/homedetails/550-Park-Ave-FLOOR-10-New-York-NY-10065/2076722075_zpid/
2,1,--,112-50 Northern Blvd #6B Corona NY 11368,Corona,74,804,"195,000",For sale,New York Realty Minimax Inc 718-609-0800,Thony Revelo ,https://www.zillow.com/homedetails/112-50-Northern-Blvd-6B-Corona-NY-11368/2078635345_zpid/
4,2,"1,938",69-31 Central Ave Ridgewood NY 11385,Ridgewood,8,739,"780,000",For sale,Target Realty Group 718-388-1180,Lotfi Chortani ,https://www.zillow.com/homedetails/69-31-Central-Ave-Ridgewood-NY-11385/2075432390_zpid/
2,3,"1,700",420 E 51st St PENTHOUSE B New York NY 10022,New York,306,"3,881","747,000",For sale,Warburg Realty,Domingo Perez Jr ,https://www.zillow.com/homedetails/420-E-51st-St-PENTHOUSE-B-New-York-NY-10022/244691140_zpid/
7,3,"2,400",21-25 21st St Astoria NY 11105,Astoria,23,"1,024","1,374,998",For sale,Anthony Napolitano Homes 516-798-4200,Michael Matrisciano ,https://www.zillow.com/homedetails/21-25-21st-St-Astoria-NY-11105/2080510593_zpid/
3,2,"1,582",1159 Grenada Pl Bronx NY 10466,Bronx,23,"1,696","499,000",For sale,Redfin Real Estate 631-337-8238,Ken Wile ,https://www.zillow.com/homedetails/1159-Grenada-Pl-Bronx-NY-10466/29834749_zpid/
4,3,"1,998",61-53 67th St Middle Village NY 11379,Middle Village,23,718,"879,999",For sale,Keller Williams Rlty Landmark 718-475-2700,Helen G Keit ,https://www.zillow.com/homedetails/61-53-67th-St-Middle-Village-NY-11379/2080380760_zpid/
1,1,"89,300",31 Nagle Ave APT 2M New York NY 10040,New York,2,266,"229,000",For sale,Chandler Realty Group 631-703-1802,Jonathan Allen Chandler ,https://www.zillow.com/homedetails/31-Nagle-Ave-APT-2M-New-York-NY-10040/244758081_zpid/
3,4,"1,862",343 E 74th St PENTHOUSE 1D New York NY 10021,New York,23,"3,667","1,500,000",For sale,Compass 917-279-4969,Josh Doyle ,https://www.zillow.com/homedetails/343-E-74th-St-PENTHOUSE-1D-New-York-NY-10021/244717193_zpid/
4,4,"3,716",47 Columbia Pl Brooklyn NY 11201,Brooklyn,57,"7,188","10,500,000",For sale,Kevin J. Carberry,Kevin Carberry ,https://www.zillow.com/homedetails/47-Columbia-Pl-Brooklyn-NY-11201/30567761_zpid/
1,1,429,105 W 77th St APT 5C New York NY 10024,New York,33,985,"679,000",For sale by owner,None,Property Owner ,https://www.zillow.com/homedetails/105-W-77th-St-APT-5C-New-York-NY-10024/65317208_zpid/
2,2,744,754 E 6th St APT 5B New York NY 10009,New York,14,"1,130","900,000",For sale,Compass,Ethan Leifer ,https://www.zillow.com/homedetails/754-E-6th-St-APT-5B-New-York-NY-10009/60147767_zpid/
3,3,"1,352",216-14 104th Ave #A Queens Village NY 11429,Queens Village,2,437,"659,000",For sale,Keystone Realty USA Corp 347-419-5268,Keystone Realty Of Greater New York ,https://www.zillow.com/homedetails/216-14-104th-Ave-A-Queens-Village-NY-11429/2075308398_zpid/
3,2,"1,226",33 Neutral Ave Staten Island NY 10306,Staten Island,64,735,"559,000",For sale,RE/MAX Elite 718-576-2400,Inna Vayser ,https://www.zillow.com/homedetails/33-Neutral-Ave-Staten-Island-NY-10306/32336114_zpid/
3,4,"3,576",565 Broome St #S16B New York NY 10013,New York,11,"1,634","14,000,000",For sale,Douglas Elliman 212-355-0565,Stacy Spielman ,https://www.zillow.com/homedetails/565-Broome-St-S16B-New-York-NY-10013/321901251_zpid/
2,3,"1,620",241 W 19th St PENTHOUSE 3 New York NY 10011,New York,3,429,"3,900,000",For sale,Douglas Elliman 917-293-1537,jonathan aka ,https://www.zillow.com/homedetails/241-W-19th-St-PENTHOUSE-3-New-York-NY-10011/2078741872_zpid/
5,6,680,212 W 11th St New York NY 10014,New York,25,"4,435","24,500,000",For sale,Compass 646-761-7038,Stephen Ferrara ,https://www.zillow.com/homedetails/212-W-11th-St-New-York-NY-10014/31500504_zpid/
5,5,"14,000",2458 National Dr Brooklyn NY 11234,Brooklyn,146,"5,952","9,999,000",For sale,Bergen Basin Realty 718-763-4110,Doreen Alfano ,https://www.zillow.com/homedetails/2458-National-Dr-Brooklyn-NY-11234/30787317_zpid/
3,3,"1,350",235-14 148th Rd Rosedale NY 11422,Rosedale,23,883,"499,999",For sale,Osher 126 LLC 516-647-1355,Albert Neman ,https://www.zillow.com/homedetails/235-14-148th-Rd-Rosedale-NY-11422/2086197883_zpid/
3,2,"1,440",46 Sandalwood Dr Staten Island NY 10308,Staten Island,22,"2,139","519,000",For sale,CORNERSTONE REALTY 718-447-8100,Frank Shearon ,https://www.zillow.com/homedetails/46-Sandalwood-Dr-Staten-Island-NY-10308/32341116_zpid/
2,1,--,52-24 65th Pl #6K Maspeth NY 11378,Maspeth,14,322,"369,000",For sale,Exit All Seasons Realty 718-416-4411,Denise L Olszewski ,https://www.zillow.com/homedetails/52-24-65th-Pl-6K-Maspeth-NY-11378/2075607911_zpid/
9,3,"2,240",486 Van Siclen Ave Brooklyn NY 11207,Brooklyn,129,"2,055","725,000",For sale,A 2 Keys Realty 917-916-6306,Tanya Landry ,https://www.zillow.com/homedetails/486-Van-Siclen-Ave-Brooklyn-NY-11207/30640390_zpid/
2,1,"1,000",70-31 108th St #6J Forest Hills NY 11375,Forest Hills,18,"1,222","529,000",For sale by owner,None,Property Owner ,https://www.zillow.com/homedetails/70-31-108th-St-6J-Forest-Hills-NY-11375/219853731_zpid/
4,2,"1,796",327 Heberton Ave Staten Island NY 10302,Staten Island,146,"1,139","499,000",For sale,"Robert DeFalco Realty, Inc. 718-987-7900",Salvatore Taormina ,https://www.zillow.com/homedetails/327-Heberton-Ave-Staten-Island-NY-10302/32296226_zpid/
5,3,--,110-04 34th Ave Corona NY 11368,Corona,2,131,"1,129,000",For sale,Exit Realty First Choice 718-380-2500,David M Yudell ,https://www.zillow.com/homedetails/110-04-34th-Ave-Corona-NY-11368/2075311913_zpid/
3,3,"1,820",17818 Leslie Rd Jamaica NY 11434,Jamaica,93,"1,493","649,000",For sale,Menora Home Management Corp 718-808-2030,Haim Russo ,https://www.zillow.com/homedetails/17818-Leslie-Rd-Jamaica-NY-11434/32191806_zpid/
1,1,--,23 Waverly Pl APT 6S New York NY 10003,New York,239,"1,679","700,000",For sale,"Elegran, LLC",Arthur Jalandoni ,https://www.zillow.com/homedetails/23-Waverly-Pl-APT-6S-New-York-NY-10003/125116341_zpid/
2,1,"1,043",115A Stack Dr FLOOR 2 Staten Island NY 10312,Staten Island,53,"3,092","299,000",For sale,Compass,Jeff Montana ,https://www.zillow.com/homedetails/115A-Stack-Dr-FLOOR-2-Staten-Island-NY-10312/2076871017_zpid/
3,3,"1,975",917 E 31st St Brooklyn NY 11210,Brooklyn,148,"2,156","795,000",For sale,Behfar Team LLC 347-988-2526,Esther Chirazi ,https://www.zillow.com/homedetails/917-E-31st-St-Brooklyn-NY-11210/30751761_zpid/
4,3,"3,500",415 Annadale Rd Staten Island NY 10312,Staten Island,64,"4,811","579,000",For sale,RE/MAX Elite 718-576-2400,Eric Bacelli ,https://www.zillow.com/homedetails/415-Annadale-Rd-Staten-Island-NY-10312/143782992_zpid/
3,2,"2,314",1034 E 212th St Bronx NY 10469,Bronx,518,"7,090","299,000",For sale,SOWAE CORP 646-619-7424,Eric Lee ,https://www.zillow.com/homedetails/1034-E-212th-St-Bronx-NY-10469/68311727_zpid/
5,2,--,11 E 89th St Brooklyn NY 11236,Brooklyn,23,"1,361","575,000",For sale,Coldwell Banker Realty 516-365-5780,Rita K Budhan ,https://www.zillow.com/homedetails/11-E-89th-St-Brooklyn-NY-11236/30653880_zpid/
3,3,"1,100",2627 Clearview Expy Flushing NY 11360,Flushing,11,"1,343","1,098,888",For sale,Keller Williams Rlty Landmark 718-475-2700,Deirdre A Folan ,https://www.zillow.com/homedetails/2627-Clearview-Expy-Flushing-NY-11360/32057824_zpid/
5,2,"2,234",114-122 230th St Cambria Heights NY 11411,Cambria Heights,6,923,"535,000",For sale,A P S Realty LLC 917-459-1791,Angela P Stokes ,https://www.zillow.com/homedetails/114-122-230th-St-Cambria-Heights-NY-11411/2075360748_zpid/
2,1,950,2525 W 2nd St APT 3B Brooklyn NY 11223,Brooklyn,7,891,"349,000",For sale,Remax Edge 917-776-8269,Alex Kogan ,https://www.zillow.com/homedetails/2525-W-2nd-St-APT-3B-Brooklyn-NY-11223/244989924_zpid/
1,1,--,112-30 Northern Blvd APT 2E Corona NY 11368,Corona,331,"1,893","100,000",For sale,"ERA Top Service Realty, Inc. 718-464-5800",Katherine Azeez ,https://www.zillow.com/homedetails/112-30-Northern-Blvd-APT-2E-Corona-NY-11368/2080615600_zpid/
3,2,"2,000",120-40 142nd Pl #A Jamaica NY 11436,Jamaica,2,146,"639,000",For sale,Great Success Realty 718-883-1800,SAM Matsui ,https://www.zillow.com/homedetails/120-40-142nd-Pl-A-Jamaica-NY-11436/2075308397_zpid/
3,2,"1,200",3850 Sedgwick Ave APT 3D Bronx NY 10463,Bronx,74,"1,323","399,000",For sale,Exit Realty Group 718-319-8500,Laquana C Jackson ,https://www.zillow.com/homedetails/3850-Sedgwick-Ave-APT-3D-Bronx-NY-10463/124905676_zpid/
4,11,--,190-15 105th Ave Saint Albans NY 11412,Saint Albans,325,"2,751","509,900",For sale,"ERA Top Service Realty, Inc. 718-464-5800",CHIMEODO UCHE ,https://www.zillow.com/homedetails/190-15-105th-Ave-Saint-Albans-NY-11412/2080480635_zpid/
5,2,"2,592",510 E 16th St Brooklyn NY 11226,Brooklyn,11,777,"1,599,000",For sale,RE/MAX Elite 718-690-3900,Julie R Thum ,https://www.zillow.com/homedetails/510-E-16th-St-Brooklyn-NY-11226/30668973_zpid/
2,2,"1,008",67 Bunnell Ct Staten Island NY 10312,Staten Island,99,"1,259","419,900",For sale,"Neuhaus Realty, Inc. 718-979-3400",Donna M Tomasino ,https://www.zillow.com/homedetails/67-Bunnell-Ct-Staten-Island-NY-10312/32363324_zpid/
1,1,675,167 Nelson St APT 3R Brooklyn NY 11231,Brooklyn,21,"3,146","475,000",For sale,Compass 917-880-6840,Lucy Perry ,https://www.zillow.com/homedetails/167-Nelson-St-APT-3R-Brooklyn-NY-11231/245063276_zpid/
5,8,"7,500",26 E 73rd St New York NY 10021,New York,213,"5,539","22,000,000",For sale,Sotheby's International Realty 212-606-7611,serena  boardman ,https://www.zillow.com/homedetails/26-E-73rd-St-New-York-NY-10021/31533821_zpid/
2,1,--,225 S 3rd St APT 18 Brooklyn NY 11211,Brooklyn,351,"3,730","469,000",For sale,City Living,Evelyn Magallanes ,https://www.zillow.com/homedetails/225-S-3rd-St-APT-18-Brooklyn-NY-11211/2080959675_zpid/
2,1,"9,215",514 E 82nd St APT 3R New York NY 10028,New York,21,"2,783","535,000",For sale,Douglas Elliman 212-769-9854,Kari Kaplan ,https://www.zillow.com/homedetails/514-E-82nd-St-APT-3R-New-York-NY-10028/321914953_zpid/
4,2,"4,000",73-24 196th St Fresh Meadows NY 11366,Fresh Meadows,318,"2,357","1,049,000",For sale,Exit Realty First Choice,Stella Shalamova ,https://www.zillow.com/homedetails/73-24-196th-St-Fresh-Meadows-NY-11366/2080383114_zpid/
3,2,"1,350",225 Central Park W APT 119 New York NY 10024,New York,226,"3,660","1,995,000",For sale,Compass 347-843-9479,Ronita Kalra ,https://www.zillow.com/homedetails/225-Central-Park-W-APT-119-New-York-NY-10024/72522172_zpid/
5,5,--,1 W 67th St #909 New York NY 10023,New York,198,"3,054","12,850,000",For sale,Corcoran 212-937-7011,Deanna Kory ,https://www.zillow.com/homedetails/1-W-67th-St-909-New-York-NY-10023/2078579750_zpid/
3,3,"1,198",343 E 74th St APT 15B New York NY 10021,New York,58,"6,157","1,175,000",For sale,Douglas Elliman 212-350-8008,Sarah Harris ,https://www.zillow.com/homedetails/343-E-74th-St-APT-15B-New-York-NY-10021/244753137_zpid/
1,1,--,10702 Jewel Ave #B3 Forest Hills NY 11375,Forest Hills,74,653,"200,000",For sale,EXP Realty 888-276-0630,Lily G Tran ,https://www.zillow.com/homedetails/10702-Jewel-Ave-B3-Forest-Hills-NY-11375/2075525395_zpid/
2,1,853,91 Butler St APT 2B Brooklyn NY 11231,Brooklyn,2,420,"899,000",For sale,Oxford Property Group 908-421-5326,Michael Trzcienski ,https://www.zillow.com/homedetails/91-Butler-St-APT-2B-Brooklyn-NY-11231/2078380816_zpid/
4,2,"2,050",2029 29th St Long Island City NY 11105,Long Island City,13,817,"1,395,000",For sale,Oxford Property Group,chriskay@opgny.com ,https://www.zillow.com/homedetails/2029-29th-St-Long-Island-City-NY-11105/31946370_zpid/
6,5,--,117-52 127th St South Ozone Park NY 11420,South Ozone Park,23,"1,156","1,399,000",New construction,Elite Realty of USA Inc 718-551-9800,Rashaad Ahmad ,https://www.zillow.com/homedetails/117-52-127th-St-South-Ozone-Park-NY-11420/2076932938_zpid/
--,1,--,145 W 12th St APT 6-4 New York NY 10011,New York,24,"1,905","385,000",For sale,Douglas Elliman 212-727-6136,Marjorie Dybec ,https://www.zillow.com/homedetails/145-W-12th-St-APT-6-4-New-York-NY-10011/252070787_zpid/
4,1,"3,290",42 Taft Ave Staten Island NY 10301,Staten Island,136,"1,440","239,000",For sale,"Tom Crimmins Realty, Ltd. 718-370-3200",James Murphy ,https://www.zillow.com/homedetails/42-Taft-Ave-Staten-Island-NY-10301/32271181_zpid/
4,7,"9,715",484 Greenwich St New York NY 10013,New York,228,"7,559","22,500,000",For sale,Sotheby's International Realty 212-606-7703,Louise Beit ,https://www.zillow.com/homedetails/484-Greenwich-St-New-York-NY-10013/245083651_zpid/
3,2,"1,850",27 E 65th St APT 12E New York NY 10065,New York,121,"3,272","1,500,000",For sale,Douglas Elliman 917-355-9676,Jared Schwadron ,https://www.zillow.com/homedetails/27-E-65th-St-APT-12E-New-York-NY-10065/244889600_zpid/
